0,1,2,3,4
0.5201635011119934,0.8521815003185401,0.5519068387744855,0.5609379715353863,0.876653602658345
0.40348286621239704,0.13401522845064073,0.028782676313338973,0.755137255673619,0.6203095513534647
0.7040797680992236,0.21296416150891073,0.13637147558676976,0.014544665667881929,0.350587558806597
0.5899176868546331,0.3922440450997323,0.43747492202372906,0.9041586944937484,0.34825546702330035
0.5139894891598108,0.7836530127411431,0.39654278232127016,0.6220867002278735,0.8623637087467452
0.9495206236576421,0.14707348092903794,0.9265876251614944,0.4921162930795382,0.25824438829895835
0.4591357562382613,0.980032575285477,0.4926180939928696,0.3287516102875082,0.6334008543167258
0.24014561877819307,0.07586332810866392,0.12887972191064923,0.12804583895777244,0.15190269351229435
0.13882717264941014,0.6408747448032146,0.18188008439914483,0.3456672833238632,0.8967884099060118
0.47396164026287235,0.6675577385210272,0.17231987120162984,0.19228901880867078,0.04086861626647886
0.16893506307216455,0.2785903390319586,0.17701048427674682,0.08870253375705561,0.12063587110060081
0.46077876803272577,0.2063337184057925,0.36426986104807546,0.5034172708548569,0.6903948286293653
0.039312139841098936,0.7994103989090426,0.6279003894909078,0.08175903194887191,0.8735786241067772
0.9208724005318132,0.06107795985486375,0.2768776481472037,0.8062012797930613,0.7482596903836584
0.18452101935637732,0.2093493233367103,0.370472102791382,0.4845229851910213,0.618254771530296
0.3689136395697724,0.4625347161331479,0.7474709381337565,0.0366832028905979,0.25243694434402075
0.7133495858845524,0.8952068376871993,0.5116774421156661,0.5321134852653157,0.10717201133977605
0.44741236682345464,0.5326172664550232,0.24247050363472966,0.26924323094938096,0.37728416310462265
0.02007119777772637,0.3220791655831783,0.21144800699654465,0.32749735217791465,0.11976213181925122
0.890527280739895,0.5935924535540487,0.6791023191444896,0.7891712386073383,0.4984421989290573
0.08692028808742369,0.5371065418185478,0.5868411180208791,0.74543947418433,0.4316595462296794
0.12758030279556376,0.28377590579872447,0.3630822963986351,0.6459172413316012,0.5707783046689119
0.35609672589784624,0.9865152487929797,0.6057748193568872,0.23722679173599448,0.10178247262040374
0.15285913918433203,0.24595772838450813,0.16068137325955567,0.18656702405130576,0.2850951686938471
0.17337359529475482,0.8967654246264252,0.08023374566164221,0.5245113895702547,0.4103968269896615
0.9823786169086064,0.11203890216805235,0.39785559904574164,0.9694704332753689,0.8655071258939803
0.8170720709492799,0.25790282704493983,0.17088758739006582,0.668643219924431,0.9293759891275858
0.5567628930139298,0.5716126894698998,0.2799790936602842,0.7694929331919369,0.18704374855752337
0.3236792364042437,0.4254364386164168,0.507610378684455,0.24240973241508024,0.11483682473920354
0.6106200424416326,0.28863055324025577,0.5812382214226123,0.1543627152742023,0.4811401018548175
0.5325894325515859,0.05182353682242691,0.3366042781939206,0.13441467693897424,0.06337497047276774
0.9899602323899452,0.32235384497472297,0.8098744458546349,0.25464065476376385,0.6815027222239293
0.7602278598896866,0.5956387406078443,0.47157618855015837,0.41184091414726853,0.3488682665429953
0.9295291442478258,0.8306194077877291,0.9650269106665126,0.12429722348554473,0.7308674752036443
0.9383404568210378,0.18123306616566015,0.0664962673667775,0.741120649290059,0.5744731131799119
0.8418287767582721,0.1397723766262895,0.7952673118598902,0.20162732004774453,0.1636559428657045
0.16426579793099294,0.8145747202313821,0.6651972206962001,0.5230654247691193,0.3588304841235025
0.8772005408131083,0.3924451074226354,0.8165994394715771,0.4391349085702184,0.3769444294249076
0.46267978566960644,0.3013778741641421,0.7476093801762511,0.5027203900924792,0.2322126951468173
0.8995745732745685,0.3838912213732114,0.5435528611139886,0.9064721109645469,0.6242379959139921
0.11689804070836407,0.9398321236134751,0.6277080530714179,0.3349056146570861,0.13927207266338726
0.794025189270296,0.6200727559285135,0.5334610919763215,0.8938925830509576,0.7885972112245307
0.15167487973275118,0.31172206779554823,0.24848913981446574,0.743946292572677,0.03353243473577938
0.5698896848713165,0.7624586857406905,0.8767656367617495,0.34208174871590746,0.8212573046720129
0.11063173695520723,0.8464522917345182,0.12748866233198242,0.39728729056036727,0.7972953657795536
0.14991742734877378,0.22925139523264149,0.7222525683930663,0.7200365365460744,0.6411476328852973
0.6939484444671,0.5427244433475962,0.25179905890695276,0.34569599350391944,0.18159771680142567
0.9084505613336283,0.5833917947661205,0.4008514167636399,0.4620058036441327,0.9472833396118153
0.1533514031160802,0.5862298320167972,0.505888678884466,0.6114542354346478,0.01811018382084051
0.8721239089441515,0.9321182824836124,0.5651331835892089,0.6966508238768923,0.9224993811772957
0.7072386343133986,0.15253904291426135,0.5762883601668132,0.6067150463828559,0.424130671302386
0.7364442356247228,0.9343670147690148,0.9255685129067763,0.4508393714041321,0.11323804584075525
0.9848411989623346,0.8388980864459341,0.12466268120326685,0.9208418826173723,0.8698963620621283
0.5188380571260721,0.5912754357449292,0.39900270387013026,0.05476163882203133,0.3351972416459009
0.8028534485980114,0.004632023004602859,0.3334991716911442,0.3981686935909433,0.5373956029379229
0.9198556164127605,0.34634599436596125,0.3469532018962277,0.7375012481097484,0.45221794088980716
0.22460482293998196,0.4524395161326934,0.14085702037979986,0.1763869865062233,0.49836777273947974
0.4189254495045479,0.9148459010681,0.3623938991166331,0.5805883502780435,0.6322642879195304
0.013094456588333636,0.6635373720167106,0.17803596686975143,0.9610703174694551,0.14866272775311296
0.41462412372702373,0.08534966807864386,0.9968742518459474,0.5021950103312426,0.5953850173200438
0.06707647738842748,0.7499604703991778,0.20990559309558576,0.8980542894407137,0.20513964048200717
0.19068772066366657,0.03654966784809488,0.47206694510999925,0.5648411332626164,0.06570863942835237
0.7755276166950106,0.4532888347480276,0.52439026932758,0.44076274693822814,0.400763060875326
0.5596403313082179,0.1552402459307125,0.18192813049527112,0.8617856210135173,0.9461154621336327
0.37330931627975295,0.27074467314355377,0.6439995432390158,0.4087341710980964,0.02538635566034486
